Factorisations Of Cunningham Numbers C-(5,n) = 5^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
 855    34  2^2.11.19^2.31.71.181.191.571.829.1171.1741.2851.6271.30211.169831.227431.3981071.4113691.297315901.2609308\
            41421.1245576402371959291.9581918519281271232331.11600321878916922053491.11735415506748076408140121.1554246\
            690784409607115661081503201.9438797532811279585143365523975961.92757923249442703145312616943985191.13313298\
            5925247870826107995408906787732115039491.243895673183284394993995042031122838591302896858889919581.29279767\
            389963944149986328770810652642323537932397766795544349601.1608861880438030545308717193047832651008272828100\
            75925369403839312088918579.39812505027269640811680506277516286616017620019540264183162567192242684514043559\
            1570801
 856    25  2^5.3.13.313.643.857.6421.25253.881695186297.5486016363791.35411885288978941.172163150940018661.11517856527\
            24457273.23252612956243152283169.717433171088016374418821.18394448899336309965200241530917.9977781848118200\
            85932891049469009.1161803970449055432131784880415625128129.135550790060393994096411662368200112585770511736\
            7958794481.159745355677531226795726527119537776550594226912629399294136965936054647.22792066858787868108948\
            42594521738923247796767281723435843727235815924335821297330028921324655629678148571648147020922754023818954\
            32816130992542261820467328816294254536305773232222057758288927258127687265555928311457646327657
 857     0  
 858    38  2^3.3^2.7.23.31.67.79.199.859.3121.5227.5281.8581.38923.595123.2010581.12207031.17885869.190771747.30012840\
            1.305175781.386478495679.2253938672701.22735632934561.24615836446631.34744510854769.567618483045329.6084590\
            12088799.53130566763791958299.3028704600213534236926361.115878974164753927617074729.18538918397035986453797\
            788078200765174683046595921.460183952753824357170225842292658707895690816315909.860145336933344551902072574\
            50675120862058397580511416935164056649012509890404757541114813657732190509.15219921508858513202359020908783\
            11142012811171260467737541857816304030266266408690943284816233318966961053368250768477374409972904590524062\
            35105705711
 859     0  
 860    33  2^4.3.11.13.41.71.173.431.521.1291.1549.1721.9161.9547.2383921.144982241.1644512641.7866608083.162874494832\
            9.2171388367013.19138570947468281.1273316896028212631.172827552198815888791.1476723231934366547296339034741.
            132331554743163541916284364878460504933118649.29523508733582324644807542345334789774261776361.1410054120197\
            3609621116340293054216571892383095715084191.340732317219318187306456127459311407346619258419020582677053361\
            801.16187213283261799744241670327508751111470174529639589756398839278861060299617088374811863647961892041.1\
            86303988308322090874478781582395496784216892901472776234265934523703793689640932250840283571890263537379757\
            9083961
 861     0  
 862   12+  2^3.3.863.3449.494789.598229.1319723.47689015695989309431.9260039223407345274244141526611877382991940771418\
            02292639430732884918320950612888776562474621212772576881391173278115503571589902249015716033345640372353654\
            70595067717484220052439660091393987119753545589316237232470795426683343190505356436302224092254701341516154\
            229.2638924937195497021393768779396591789312744431159722082484810331131799671095640876395257338972419931561\
            65634151611270141117380989656644388657836033542893522360343589631398372619429466597324373845365558047929137\
            1919617711132521342529157056674042622901189653331592938463415377083621183553469529
 863     0  
 864    58  2^7.3^4.7.13.17.19.31.37.73.97.109.163.271.313.433.487.601.829.1297.2593.4159.5167.11489.16417.31051.73009.
            177553.390001.543097.1853281.3314953.6597973.16018507.29423041.39209617.170735041.1503418321.36280398313.15\
            2587500001.240031591394168814433.246414260277520913233.13012873776055827785521.14551915228363037109375001.2\
            739177855667309845605995807633.76946093484599331535592157286631660929.3535766792719522018456977427619554333\
            56587636207473909249.1816635831076069705419094985033611385104065844528715474020035550753.126217744835361888\
            86587657044524576122057624161243438720703125000001.87621967115790412655446933253852175296549756789835460204\
            7426306060259937967278542122775879169
 865    15  2^2.11.71.1039.3461.418381471.446573551.1708272343265311.445838345602031051099408504461587023312861.3724866\
            1684213703064761312273115067533733792708040311.279955139266334333905779991057157842833926571066600624816588\
            67721239899952819876121.32550994138314783511115742822772413841468490820909454342973984423547177244842777474\
            898091.339919831020187630960347957199421099342434386629129924807724899548171905079254114627192212342747249.
            22038687816412415359400988300960299261332183934595529900044182916838655606359392039825568383876413139284764\
            20634880214974982268951510554105735753356590486737727759638599806296098169039149887177665521
 866    10  2^3.3.25981.59838112849.137082542813711740361.6241637147741740981618471273184293996262028746119554490647312\
            140117034401495008827086088786497184191229779873774610991168214097728569.1467580961499978121154291846665198\
            839729696036838927875996666183436932880522249525332132032375709607853337873409958027533458628135639904081.4\
            33806468257158240560284117371868572425476157383890512984467946829072234346561214451033185924572263377186697\
            85007301152989218776769702563116177319715715540591094728994610310622297480457197828709556193077228846139787\
            77215003645556651103135691342819379169469806876430598011493566361991545582408603301
 867     0  
 868    30  2^4.3.13.29.449.1303.1861.8681.19531.32117.51647.21207101.26490493.44245867.234750601.28086211607.182891651\
            4769.339914790655637.493140571225597.1027650404358607.625552508473588471.8124604717965111529.20864888505062\
            314147.102651353523520067851969.159807512821100280003550216367901333076756774951827832039625529025374353053\
            84361.32880066613669997886452062118468047118941660083643595052667236211020251230387736755622191604390430911\
            142652289.3105053528303208545079632351859704216930764396114749410030755840663552363977266506158362610293981\
            51757658636112498032081852890980280482757379810372618572474178054801096285862281806833771992904071508912897\
            4500689
 869     0  
 870    41  2^3.3^2.7.11.31.59.61.71.181.349.521.1741.5569.6961.7621.22621.35671.1461311.5096867.5931661.646325611.9804\
            7293061.3532907090761.6090817323763.17149742984461.22125996444329.210390487070809.81097049492978072251.2250\
            0358133965991972941.195347093735677589850742253611.28870194250662203210437116612769.21583651139815113715583\
            58567665231.488654500355218081336311051543759628081.388917369321230148861862121856409329475801.596675842200\
            094982252226681828991065806191.5608848494537326643665242468743189031295835341.87371688002770870902056098565\
            11041915132043207241598729973141.35672084085061593268789861883403282141740113051185764313563370007148509570\
            7933112819603523389181
 871     0  
 872   23+  2^5.3.13.313.1091.19403.464777.1007161.1528399.938804357.36987176266711133.1942414084717961809.433307019992\
            36285089.4046322895447485867367.89818280744210450462726655090961.327076846727095162816783383573736222172072\
