Factorisations Of Cunningham/Mersenne Numbers C-(2,n) = M(n) = 2^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
1146    16  3^2.7.383.32788207.7068569257.8437952161.39940132241.1063307289553.332584516519201.390527897582929297.87274\
            497124602996457.29489362305514321744929966859.31777797576236894605233997451651748223054019041.1046183622564\
            446793972631570534611069350392574077339085483.4291831227654773996320323351553067954876901240574681390341791\
            3563204180538169978298970944021468625193389497
1147    7+  223.100937.616318177.2147483647.9245269025364933413947751633.141807120921029844210677840999.489437606853772\
            91108658714513116336947914550081133936014547992686565441631643785826235023716396179043326500169933203506182\
            62425434563503671771681193841985996254267819700010041385393634215589049415101294365366073896260888638150052\
            5683637833794743427374872168604049
1148    27  3.5.29.43.83.113.127.1723.2297.10169.10333.13367.16073.181549.12112549.43249589.164511353.8831418697.171377\
            16527.3839331472313.17160693383233.84413238703660609.4336790831080504259.4169136946773000713270790657459827.
            5727480921933726160775149554121427904659393.51954390877748655744256192963206220919272895548843817842228913.
            27104597605222620344658636930905719658537966922119059605669826321
1149    10  7.1440847.7435494593.2651552381122661167.503823044204581129045587727.12917254515820483569633735619111.15174\
            923558680812616818436353130417.240522700235167893496900256599634325263.305919314273311570051789325822183195\
            5712786428901514318152437783.529177431125391994148263290261603233036440186765307693329223031642369744376227\
            406772905506829347436427584326665215609
1150    25  3.11.31.47.251.601.691.1151.1801.4051.14951.21851.178481.2796203.4036961.270332801.1567238401.1884103651.22\
            99609001.13220653410551.345767385170491.2646507710984041.14807776819440781028664663654371485765148925580001.
            9287804280685549211923407208585104624866061082613851.180751361367036342018769695194070185090225685928190920\
            506935609998597222187109654580729885719636966832199192789659801
1151    5+  284278475807.81344898763887260484533897.658622107254745112979229913.391462657172887352653274998266955852902\
            97.51300791318983709465450451551168806117384486574411873198645634471935447938262720189275356302653341112928\
            13389228876329463512001578294758296694235422262875062411573042498612537769521436250545488510295509512662086\
            7289645998310942884392804501513
1152    40  3^3.5.7.13.17.19.37.73.97.109.193.241.257.433.577.641.673.769.1153.3457.6337.38737.65537.274177.816769.6700\
            417.17047297.22253377.38941695937.278452876033.487824887233.628582818817.67280421310721.1844674406941458432\
            1.1562985901350085709953.1422346738975853644793916289.442499826945303593556473164314770689.3677056484269722\
            937807027706903928978741725810890091763971733429025586784929458123827641259932929
1153    3+  267497.84755607199.5396319378595610521639026105431079238197202188518680284862736786803923467622751041240778\
            81304736377971137974744159653925479471144896040339159184592106321393372050619525431106362673872145734087654\
            44646904538049576697524779427672428177186081461020882811394368628809760955253565137328497444446428786774527\
            98249338207743314136415771897
1154     8  3.3463.75011.2796392419.132305774316967.19564699409833266851.4017815521954646780586068911537314825266304440\
            1541473320606938794406170369832084325416809768171792935628567346566096749280321487002073689649.107963314177\
            28928524507134646623297641192171004643626182905263620279110125650691429963969931571330204226818680256028195\
            74600599624729277860300320636162145551
1155    28  7^2.23.31.71.89.127.151.337.463.881.2311.3191.29191.55441.106681.122921.152041.201961.599479.6250631311.494\
            224324441.1971764055031.581283643249112959.2048568835297380486760231.4982397651178256151338302204762057.310\
            55341681190444478126719755965134571151473925765532041.26007889233120527432408836677288679019962160653438459\
            9607578416912079166019131912393708208277038936454393545946152508951
1156    23  3.5.137.953.26317.43691.72251.79187.131071.936361.1077971.7698961.12761663.21886549.113478990853.1836025045\
            2977.197766803208315851.179058312604392742511009.854096275589539341506608949.338858733065598401355195539629\
            373089.9451749810136297910082728291533022318601070087253.33209349943566288053217335207909476089894200684450\
            23.398410160527221094178749181184472290805236187881699426313
1157     9  8191.1675125010930879.5519267814834477438497153.8835538898098695059049137.15472078121378442801745561.618970\
            019642690137449562111.7616038569790289017964814010721823388947821809.30317753953041686586876680340061224363\
            07098537451179184205695859116954116590723393806112159.13230062640253102797617214098021428457432997944482098\
            731015579437180502733266998497772363799
1158    20  3^2.7.6563.60217.92641.1036411.3497161.13821503.35679139.769643857.1871670769.7455099975844049.313705683072\
            406514521.1280761337388845898643.61654440233248340616559.187030532513381403767944747.1473226532114531733135\
            3282383.57539008978220065870296061153652147227.225154321122254166927308800572249221743312795831231123816865\
            32545779094349645216289214782907481695324873634290036151
1159    5+  185441.524287.56256385753.2305843009213693951.6208526828640790219840438837433822268957518106644242692110308\
            39117969749869702346722224687243717961563332680081706522559360142688461406567710270068738518031100928199222\
            20525192046628621300682863197369255878433940027080340858963412939961492591418900235477518298959592804580924\
            2296049226480133795531534179805687
1160    29  3.5^2.11.17.31.41.59.233.1103.2089.6961.9281.17401.59393.61681.168781.3033169.7553921.107367629.536903681.2\
            44716883381.167859997042321.3902095192430070721.999802854724715300883845411.12004541501954811085302214141.8\
            2280195167144119832390568177.2679895157783862814690027494144991.7121196413686329925742851903572401213594522\
            7198802022227182141348386640523337537415373528248136871950971226500881
1161    16  7.73.431.6967.9719.262657.2099863.5979151.11492353.22763003975641.60499150497847.6834040335349578249140287.
            11053036065049294753459639.3548950581098263559084652467359.219164912444224436465900521660904987440292737816\
            85367166153.68489189937331099269722013775951818665464745116554558468481090618482974083105819438028989522863\
            09038920391487751173995996969370894994082117183047
1162    18  3.43.127.167.499.1163.2657.18593.155377.219619.798037199.13455809771.52588634980729.175908273685537.5791261\
            4113275649087721.15444711420006203351165170879848557117713.297197340950032595316793855055827713702271903311\
            1954012803581886623047449962315856161.886253795033081138701638174791168185230252233992422154718007848100252\
            48381387984608067747463864839726134410700901664118330633
1163     4  848181715001.337097300570078978047.104281604294184575004295220668008979441501466832985039303191048352645648\
            7.420177770998333003520756216380370597076787206214128243447278852914548586660923039911571797789902714463815\
            80734458068280243806381466646875007584024669533902500860025710229946800032122111836004305093126400790363033\
